"Cruise","Ship","OrderOcc","TowType","TowNumber","SpeciesCode","Size","Count","Lat","Lon","Line","Station","SpeciesName","Year","Month","line.station","dumpsite","ID_internal"
307,"NH",23,"CB",1,292,24.2,1,33.185,-118.388333,90,37,"Stenobrachius leucopsarus",2003,"07","90 37",1,1610
307,"NH",24,"CB",1,292,21.2,1,33.25167,-118.248333,90,35,"Stenobrachius leucopsarus",2003,"07","90 35",1,1611
307,"NH",24,"CB",1,292,23.3,1,33.25167,-118.248333,90,35,"Stenobrachius leucopsarus",2003,"07","90 35",1,1612
307,"NH",28,"CB",1,292,18,1,33.82333,-118.63,86.7,35,"Stenobrachius leucopsarus",2003,"07","86.7 35",1,1613
307,"NH",28,"CB",1,292,43.8,1,33.82333,-118.63,86.7,35,"Stenobrachius leucopsarus",2003,"07","86.7 35",1,1614
307,"NH",28,"CB",1,292,49.6,1,33.82333,-118.63,86.7,35,"Stenobrachius leucopsarus",2003,"07","86.7 35",1,1615
307,"NH",29,"CB",1,301,36,1,33.65667,-118.975,86.7,40,"Triphoturus mexicanus",2003,"07","86.7 40",1,1616
307,"NH",30,"CB",1,292,19.8,1,33.49167,-119.318333,86.7,45,"Stenobrachius leucopsarus",2003,"07","86.7 45",0,1617
307,"NH",30,"CB",1,292,23.2,1,33.49167,-119.318333,86.7,45,"Stenobrachius leucopsarus",2003,"07","86.7 45",0,1618
307,"NH",30,"CB",1,292,23.3,1,33.49167,-119.318333,86.7,45,"Stenobrachius leucopsarus",2003,"07","86.7 45",0,1619
307,"NH",30,"CB",1,292,43.9,1,33.49167,-119.318333,86.7,45,"Stenobrachius leucopsarus",2003,"07","86.7 45",0,1620
307,"NH",30,"CB",1,292,78.4,1,33.49167,-119.318333,86.7,45,"Stenobrachius leucopsarus",2003,"07","86.7 45",0,1621
307,"NH",30,"CB",1,301,36.8,1,33.49167,-119.318333,86.7,45,"Triphoturus mexicanus",2003,"07","86.7 45",0,1622
307,"NH",30,"CB",1,301,37.2,1,33.49167,-119.318333,86.7,45,"Triphoturus mexicanus",2003,"07","86.7 45",0,1623
307,"NH",47,"CB",1,292,18.8,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2003,"07","81.8 46.9",0,1624
307,"NH",47,"CB",1,292,19.2,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2003,"07","81.8 46.9",0,1625
307,"NH",47,"CB",1,292,22.5,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2003,"07","81.8 46.9",0,1626
307,"NH",47,"CB",1,292,22.8,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2003,"07","81.8 46.9",0,1627
307,"NH",47,"CB",1,292,28.9,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2003,"07","81.8 46.9",0,1628
307,"NH",49,"CB",1,292,22.3,1,34.31667,-120.805,80,55,"Stenobrachius leucopsarus",2003,"07","80 55",0,1629
307,"NH",49,"CB",1,292,40.5,1,34.31667,-120.805,80,55,"Stenobrachius leucopsarus",2003,"07","80 55",0,1630
307,"NH",49,"CB",1,292,64.4,1,34.31667,-120.805,80,55,"Stenobrachius leucopsarus",2003,"07","80 55",0,1631
307,"NH",50,"CB",1,292,67.3,1,34.15,-121.155,80,60,"Stenobrachius leucopsarus",2003,"07","80 60",0,1632
307,"NH",50,"CB",1,301,39.8,1,34.15,-121.155,80,60,"Triphoturus mexicanus",2003,"07","80 60",0,1633
307,"NH",54,"CB",1,292,21.2,1,32.81667,-123.91,80,100,"Stenobrachius leucopsarus",2003,"07","80 100",0,1634
310,"NH",3,"CB",1,292,24,1,32.845,-117.533333,93.3,30,"Stenobrachius leucopsarus",2003,"10","93.3 30",0,1635
310,"NH",3,"CB",1,292,27.9,1,32.845,-117.533333,93.3,30,"Stenobrachius leucopsarus",2003,"10","93.3 30",0,1636
310,"NH",3,"CB",1,301,23.9,1,32.845,-117.533333,93.3,30,"Triphoturus mexicanus",2003,"10","93.3 30",0,1637
310,"NH",3,"CB",1,301,36,1,32.845,-117.533333,93.3,30,"Triphoturus mexicanus",2003,"10","93.3 30",0,1638
310,"NH",5,"CB",1,292,24.5,1,32.515,-118.211667,93.3,40,"Stenobrachius leucopsarus",2003,"10","93.3 40",0,1639
310,"NH",5,"CB",1,301,48.8,1,32.515,-118.211667,93.3,40,"Triphoturus mexicanus",2003,"10","93.3 40",0,1640
310,"NH",13,"CB",1,301,24.3,1,30.51333,-122.256667,93.3,100,"Triphoturus mexicanus",2003,"10","93.3 100",0,1641
310,"NH",14,"CB",1,301,19,1,30.18167,-122.923333,93.3,110,"Triphoturus mexicanus",2003,"10","93.3 110",0,1642
310,"NH",25,"CB",1,301,21,1,33.185,-118.388333,90,37,"Triphoturus mexicanus",2003,"10","90 37",1,1643
310,"NH",25,"CB",1,301,37,1,33.185,-118.388333,90,37,"Triphoturus mexicanus",2003,"10","90 37",1,1644
310,"NH",32,"CB",1,301,331,1,33.49167,-119.32,86.7,45,"Triphoturus mexicanus",2003,"10","86.7 45",0,1645
310,"NH",37,"CB",1,292,20.3,1,32.325,-121.715,86.7,80,"Stenobrachius leucopsarus",2003,"10","86.7 80",0,1646
310,"NH",37,"CB",1,292,26.2,1,32.325,-121.715,86.7,80,"Stenobrachius leucopsarus",2003,"10","86.7 80",0,1647
310,"NH",41,"CB",1,301,20,1,31.91,-124.168333,83.3,110,"Triphoturus mexicanus",2003,"10","83.3 110",0,1648
310,"NH",45,"CB",1,292,31.1,1,33.24333,-121.446667,83.3,70,"Stenobrachius leucopsarus",2003,"10","83.3 70",0,1649
310,"NH",45,"CB",1,292,49.6,1,33.24333,-121.446667,83.3,70,"Stenobrachius leucopsarus",2003,"10","83.3 70",0,1650
401,"JD",2,"CB",1,301,23.1,1,32.91667,-117.396667,93.3,28,"Triphoturus mexicanus",2004,"01","93.3 28",0,1651
401,"JD",3,"CB",1,301,30.2,1,32.84667,-117.53,93.3,30,"Triphoturus mexicanus",2004,"01","93.3 30",0,1652
401,"JD",4,"CB",1,301,37.1,1,32.68167,-117.871667,93.3,35,"Triphoturus mexicanus",2004,"01","93.3 35",0,1653
401,"JD",30,"CB",1,292,27.9,1,33.82167,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"01","86.7 35",1,1654
401,"JD",34,"CB",1,292,28.6,1,33.155,-120.006667,86.7,55,"Stenobrachius leucopsarus",2004,"01","86.7 55",0,1655
401,"JD",35,"CB",1,301,25,1,32.98833,-120.35,86.7,60,"Triphoturus mexicanus",2004,"01","86.7 60",0,1656
401,"JD",39,"CB",1,301,22.1,1,31.65667,-123.073333,86.7,100,"Triphoturus mexicanus",2004,"01","86.7 100",0,1657
401,"JD",51,"CB",1,292,31.7,1,34.275,-120.026667,81.8,46.9,"Stenobrachius leucopsarus",2004,"01","81.8 46.9",0,1658
401,"JD",51,"CB",1,292,54.5,1,34.275,-120.026667,81.8,46.9,"Stenobrachius leucopsarus",2004,"01","81.8 46.9",0,1659
401,"JD",55,"CB",1,292,65,1,33.81667,-121.843333,80,70,"Stenobrachius leucopsarus",2004,"01","80 70",0,1660
402,"NH",5,"CB",1,292,68.2,1,32.18,-118.893333,93.3,50,"Stenobrachius leucopsarus",2004,"02","93.3 50",0,1661
402,"NH",12,"CB",1,301,27.9,1,32.54,-118.91,91.7,47.5,"Triphoturus mexicanus",2004,"02","91.7 47.5",0,1662
402,"NH",15,"CB",1,301,21.4,1,32.73667,-118.931667,90.8,46.3,"Triphoturus mexicanus",2004,"02","90.8 46.3",0,1663
402,"NH",21,"CB",1,301,25.7,1,32.48833,-119.441667,90.8,53.8,"Triphoturus mexicanus",2004,"02","90.8 53.8",0,1664
402,"NH",30,"CB",1,301,25.4,1,32.95833,-118.853333,90,43.8,"Triphoturus mexicanus",2004,"02","90 43.8",0,1665
402,"NH",34,"CB",1,301,23,1,33.01667,-119.113333,89.2,46.3,"Triphoturus mexicanus",2004,"02","89.2 46.3",0,1666
402,"NH",35,"CB",1,301,21.1,1,32.97667,-119.196667,89.2,47.5,"Triphoturus mexicanus",2004,"02","89.2 47.5",0,1667
402,"NH",35,"CB",1,301,28.6,1,32.97667,-119.196667,89.2,47.5,"Triphoturus mexicanus",2004,"02","89.2 47.5",0,1668
402,"NH",35,"CB",1,301,31.7,1,32.97667,-119.196667,89.2,47.5,"Triphoturus mexicanus",2004,"02","89.2 47.5",0,1669
402,"NH",36,"CB",1,301,16.4,1,32.93167,-119.285,89.2,48.8,"Triphoturus mexicanus",2004,"02","89.2 48.8",0,1670
402,"NH",50,"CB",1,292,33.3,1,33.39167,-119.143333,87.5,43.8,"Stenobrachius leucopsarus",2004,"02","87.5 43.8",0,1671
402,"NH",51,"CB",1,292,33.9,1,33.35167,-119.226667,87.5,45,"Stenobrachius leucopsarus",2004,"02","87.5 45",0,1672
402,"NH",51,"CB",1,301,18.8,1,33.35167,-119.226667,87.5,45,"Triphoturus mexicanus",2004,"02","87.5 45",0,1673
402,"NH",51,"CB",1,301,43.3,1,33.35167,-119.226667,87.5,45,"Triphoturus mexicanus",2004,"02","87.5 45",0,1674
402,"NH",55,"CB",1,292,27.7,1,33.14333,-119.655,87.5,51.3,"Stenobrachius leucopsarus",2004,"02","87.5 51.3",0,1675
402,"NH",55,"CB",1,292,39.6,1,33.14333,-119.655,87.5,51.3,"Stenobrachius leucopsarus",2004,"02","87.5 51.3",0,1676
402,"NH",57,"CB",1,292,37.7,1,33.06,-119.826667,87.5,53.8,"Stenobrachius leucopsarus",2004,"02","87.5 53.8",0,1677
402,"NH",70,"CB",1,292,28.3,1,33.81167,-119.078333,85.8,40,"Stenobrachius leucopsarus",2004,"02","85.8 40",0,1678
402,"NH",70,"CB",1,292,28.5,1,33.81167,-119.078333,85.8,40,"Stenobrachius leucopsarus",2004,"02","85.8 40",0,1679
402,"NH",70,"CB",1,292,30.2,1,33.81167,-119.078333,85.8,40,"Stenobrachius leucopsarus",2004,"02","85.8 40",0,1680
402,"NH",70,"CB",1,292,31.2,1,33.81167,-119.078333,85.8,40,"Stenobrachius leucopsarus",2004,"02","85.8 40",0,1681
402,"NH",71,"CB",1,292,31.6,1,33.76833,-119.168333,85.8,41.3,"Stenobrachius leucopsarus",2004,"02","85.8 41.3",0,1682
402,"NH",71,"CB",1,301,29.1,1,33.76833,-119.168333,85.8,41.3,"Triphoturus mexicanus",2004,"02","85.8 41.3",0,1683
402,"NH",73,"CB",1,292,32.3,1,33.68833,-119.34,85.8,43.8,"Stenobrachius leucopsarus",2004,"02","85.8 43.8",0,1684
402,"NH",74,"CB",1,292,29.7,1,33.64667,-119.421667,85.8,45,"Stenobrachius leucopsarus",2004,"02","85.8 45",0,1685
404,"NH",5,"CB",1,301,28,1,32.515,-118.213333,93.3,40,"Triphoturus mexicanus",2004,"04","93.3 40",0,1686
404,"NH",25,"CB",1,301,25,1,33.185,-118.386667,90,37,"Triphoturus mexicanus",2004,"04","90 37",1,1687
404,"NH",30,"CB",1,292,37.9,1,33.82333,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"04","86.7 35",1,1688
404,"NH",30,"CB",1,292,60,1,33.82333,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"04","86.7 35",1,1689
404,"NH",31,"CB",1,292,58,1,33.65667,-118.975,86.7,40,"Stenobrachius leucopsarus",2004,"04","86.7 40",1,1690
404,"NH",31,"CB",1,292,59,1,33.65667,-118.975,86.7,40,"Stenobrachius leucopsarus",2004,"04","86.7 40",1,1691
404,"NH",32,"CB",1,292,32.8,1,33.48833,-119.316667,86.7,45,"Stenobrachius leucopsarus",2004,"04","86.7 45",0,1692
404,"NH",32,"CB",1,292,58,1,33.48833,-119.316667,86.7,45,"Stenobrachius leucopsarus",2004,"04","86.7 45",0,1693
404,"NH",42,"CB",1,292,55.6,1,33.57833,-120.755,83.3,60,"Stenobrachius leucopsarus",2004,"04","83.3 60",0,1694
404,"NH",43,"CB",1,292,67,1,33.745,-120.41,83.3,55,"Stenobrachius leucopsarus",2004,"04","83.3 55",0,1695
404,"NH",49,"CB",1,292,33.1,1,34.31667,-120.801667,80,55,"Stenobrachius leucopsarus",2004,"04","80 55",0,1696
404,"NH",50,"CB",1,292,73.1,1,34.15167,-121.151667,80,60,"Stenobrachius leucopsarus",2004,"04","80 60",0,1697
404,"NH",53,"CB",1,292,38.1,1,33.15,-123.221667,80,90,"Stenobrachius leucopsarus",2004,"04","80 90",0,1698
404,"NH",53,"CB",1,292,59.2,1,33.15,-123.221667,80,90,"Stenobrachius leucopsarus",2004,"04","80 90",0,1699
407,"JD",3,"CB",1,301,23,1,32.91333,-117.395,93.3,28,"Triphoturus mexicanus",2004,"07","93.3 28",0,1700
407,"JD",9,"CB",1,292,47,1,32.01167,-119.233333,93.3,55,"Stenobrachius leucopsarus",2004,"07","93.3 55",0,1701
407,"JD",24,"CB",1,292,21.5,1,32.65333,-119.481667,90,53,"Stenobrachius leucopsarus",2004,"07","90 53",0,1702
407,"JD",24,"CB",1,292,48.1,1,32.65333,-119.481667,90,53,"Stenobrachius leucopsarus",2004,"07","90 53",0,1703
407,"JD",37,"CB",1,292,21.5,1,33.15667,-120.006667,86.7,55,"Stenobrachius leucopsarus",2004,"07","86.7 55",0,1704
407,"JD",38,"CB",1,292,40,1,32.99,-120.348333,86.7,60,"Stenobrachius leucopsarus",2004,"07","86.7 60",0,1705
407,"JD",38,"CB",1,292,40.9,1,32.99,-120.348333,86.7,60,"Stenobrachius leucopsarus",2004,"07","86.7 60",0,1706
407,"JD",38,"CB",1,292,46,1,32.99,-120.348333,86.7,60,"Stenobrachius leucopsarus",2004,"07","86.7 60",0,1707
407,"JD",38,"CB",1,292,48,1,32.99,-120.348333,86.7,60,"Stenobrachius leucopsarus",2004,"07","86.7 60",0,1708
407,"JD",55,"CB",1,292,43.1,1,34.275,-120.023333,81.8,46.9,"Stenobrachius leucopsarus",2004,"07","81.8 46.9",0,1709
411,"RR",3,"CB",1,301,22,1,32.91333,-117.393333,93.3,28,"Triphoturus mexicanus",2004,"11","93.3 28",0,1710
411,"RR",3,"CB",1,301,26.1,1,32.91333,-117.393333,93.3,28,"Triphoturus mexicanus",2004,"11","93.3 28",0,1711
411,"RR",3,"CB",1,301,37.2,1,32.91333,-117.393333,93.3,28,"Triphoturus mexicanus",2004,"11","93.3 28",0,1712
411,"RR",4,"CB",1,301,18,1,32.84833,-117.528333,93.3,30,"Triphoturus mexicanus",2004,"11","93.3 30",0,1713
411,"RR",4,"CB",1,301,19.8,1,32.84833,-117.528333,93.3,30,"Triphoturus mexicanus",2004,"11","93.3 30",0,1714
411,"RR",4,"CB",1,301,20,1,32.84833,-117.528333,93.3,30,"Triphoturus mexicanus",2004,"11","93.3 30",0,1715
411,"RR",4,"CB",1,301,23,1,32.84833,-117.528333,93.3,30,"Triphoturus mexicanus",2004,"11","93.3 30",0,1716
411,"RR",4,"CB",1,301,26.2,1,32.84833,-117.528333,93.3,30,"Triphoturus mexicanus",2004,"11","93.3 30",0,1717
411,"RR",4,"CB",1,301,27,1,32.84833,-117.528333,93.3,30,"Triphoturus mexicanus",2004,"11","93.3 30",0,1718
411,"RR",26,"CB",1,292,29.9,1,33.185,-118.386667,90,37,"Stenobrachius leucopsarus",2004,"11","90 37",1,1719
411,"RR",26,"CB",1,301,21.5,1,33.185,-118.386667,90,37,"Triphoturus mexicanus",2004,"11","90 37",1,1720
411,"RR",27,"CB",1,301,19.2,1,33.25333,-118.25,90,35,"Triphoturus mexicanus",2004,"11","90 35",1,1721
411,"RR",33,"CB",1,292,24.2,1,33.82333,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"11","86.7 35",1,1722
411,"RR",33,"CB",1,292,30.2,1,33.82333,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"11","86.7 35",1,1723
411,"RR",33,"CB",1,292,33.5,1,33.82333,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"11","86.7 35",1,1724
411,"RR",33,"CB",1,292,37.1,1,33.82333,-118.628333,86.7,35,"Stenobrachius leucopsarus",2004,"11","86.7 35",1,1725
411,"RR",33,"CB",1,301,18.3,1,33.82333,-118.628333,86.7,35,"Triphoturus mexicanus",2004,"11","86.7 35",1,1726
411,"RR",33,"CB",1,301,48.2,1,33.82333,-118.628333,86.7,35,"Triphoturus mexicanus",2004,"11","86.7 35",1,1727
411,"RR",45,"CB",1,292,22.3,1,32.57833,-122.811667,83.3,90,"Stenobrachius leucopsarus",2004,"11","83.3 90",0,1728
411,"RR",49,"CB",1,292,27.2,1,33.745,-120.41,83.3,55,"Stenobrachius leucopsarus",2004,"11","83.3 55",0,1729
411,"RR",49,"CB",1,301,19.5,1,33.745,-120.41,83.3,55,"Triphoturus mexicanus",2004,"11","83.3 55",0,1730
504,"NH",22,"CB",1,301,24,1,31.75333,-121.318333,90,80,"Triphoturus mexicanus",2005,"04","90 80",0,1731
504,"NH",52,"CB",1,301,27.2,1,33.15833,-120.001667,86.7,55,"Triphoturus mexicanus",2005,"04","86.7 55",0,1732
504,"NH",58,"CB",1,292,41.4,1,34.27333,-120.026667,81.8,46.9,"Stenobrachius leucopsarus",2005,"04","81.8 46.9",0,1733
504,"NH",58,"CB",1,292,55.1,1,34.27333,-120.026667,81.8,46.9,"Stenobrachius leucopsarus",2005,"04","81.8 46.9",0,1734
507,"NH",5,"MT",1,301,29.8,1,32.84667,-117.531667,93.3,30,"Triphoturus mexicanus",2005,"07","93.3 30",0,1735
511,"NH",10,"CB",1,301,26.2,1,32.015,-119.246667,93.3,55,"Triphoturus mexicanus",2005,"11","93.3 55",0,1736
511,"NH",22,"CB",1,292,49.5,1,31.75167,-121.315,90,80,"Stenobrachius leucopsarus",2005,"11","90 80",0,1737
511,"NH",22,"CB",1,301,58.8,1,31.75167,-121.315,90,80,"Triphoturus mexicanus",2005,"11","90 80",0,1738
511,"NH",40,"CB",1,292,64.1,1,32.99167,-120.353333,86.7,60,"Stenobrachius leucopsarus",2005,"11","86.7 60",0,1739
511,"NH",40,"CB",1,292,68.2,1,32.99167,-120.353333,86.7,60,"Stenobrachius leucopsarus",2005,"11","86.7 60",0,1740
511,"NH",48,"CB",1,292,17.3,1,33.57833,-120.758333,83.3,60,"Stenobrachius leucopsarus",2005,"11","83.3 60",0,1741
511,"NH",58,"CB",1,292,58.5,1,34.31667,-120.798333,80,55,"Stenobrachius leucopsarus",2005,"11","80 55",0,1742
604,"NH",9,"CB",1,301,29.2,1,32.18,-118.893333,93.3,50,"Triphoturus mexicanus",2006,"04","93.3 50",0,1743
604,"NH",14,"CB",1,301,44.3,1,30.84667,-121.588333,93.3,90,"Triphoturus mexicanus",2006,"04","93.3 90",0,1744
604,"NH",20,"CB",1,301,29.1,1,31.08333,-122.648333,90,100,"Triphoturus mexicanus",2006,"04","90 100",0,1745
604,"NH",28,"CB",1,292,20.3,1,33.25167,-118.25,90,35,"Stenobrachius leucopsarus",2006,"04","90 35",1,1746
604,"NH",61,"CB",1,292,41,1,34.31833,-120.798333,80,55,"Stenobrachius leucopsarus",2006,"04","80 55",0,1747
607,"NH",4,"CB",1,301,43.3,1,32.91333,-117.393333,93.3,28,"Triphoturus mexicanus",2006,"07","93.3 28",0,1748
607,"NH",4,"CB",1,301,51.4,1,32.91333,-117.393333,93.3,28,"Triphoturus mexicanus",2006,"07","93.3 28",0,1749
607,"NH",26,"CB",1,292,19.8,1,32.92,-118.935,90,45,"Stenobrachius leucopsarus",2006,"07","90 45",0,1750
607,"NH",39,"CB",1,292,20.6,1,33.155,-120.008333,86.7,55,"Stenobrachius leucopsarus",2006,"07","86.7 55",0,1751
610,"RR",4,"CB",1,301,28.4,1,32.91333,-117.395,93.3,28,"Triphoturus mexicanus",2006,"10","93.3 28",0,1752
610,"RR",5,"CB",1,301,53.3,1,32.86167,-117.531667,93.3,30,"Triphoturus mexicanus",2006,"10","93.3 30",0,1753
610,"RR",10,"CB",1,301,18.4,1,32.01333,-119.233333,93.3,55,"Triphoturus mexicanus",2006,"10","93.3 55",0,1754
610,"RR",10,"CB",1,301,21.4,1,32.01333,-119.233333,93.3,55,"Triphoturus mexicanus",2006,"10","93.3 55",0,1755
610,"RR",10,"CB",1,301,24.6,1,32.01333,-119.233333,93.3,55,"Triphoturus mexicanus",2006,"10","93.3 55",0,1756
610,"RR",10,"CB",1,301,25.7,1,32.01333,-119.233333,93.3,55,"Triphoturus mexicanus",2006,"10","93.3 55",0,1757
610,"RR",11,"CB",1,301,16.9,1,31.84667,-119.573333,93.3,60,"Triphoturus mexicanus",2006,"10","93.3 60",0,1758
610,"RR",41,"CB",1,301,24.1,1,32.65667,-121.031667,86.7,70,"Triphoturus mexicanus",2006,"10","86.7 70",0,1759
610,"RR",45,"CB",1,301,27,1,31.32333,-123.743333,86.7,110,"Triphoturus mexicanus",2006,"10","86.7 110",0,1760
610,"RR",49,"CB",1,301,22.9,1,32.91167,-122.128333,83.3,80,"Triphoturus mexicanus",2006,"10","83.3 80",0,1761
610,"RR",59,"CB",1,292,35,1,34.27667,-120.023333,81.8,46.9,"Stenobrachius leucopsarus",2006,"10","81.8 46.9",0,1762
701,"JD",5,"CB",1,301,37.8,1,32.84667,-117.536667,93.3,30,"Triphoturus mexicanus",2007,"01","93.3 30",0,1763
701,"JD",8,"CB",1,301,22,2,32.35,-118.551667,93.3,45,"Triphoturus mexicanus",2007,"01","93.3 45",0,1764
701,"JD",8,"CB",1,301,28.3,1,32.35,-118.551667,93.3,45,"Triphoturus mexicanus",2007,"01","93.3 45",0,1765
701,"JD",9,"CB",1,301,16.6,1,32.18,-118.893333,93.3,50,"Triphoturus mexicanus",2007,"01","93.3 50",0,1766
701,"JD",9,"CB",1,301,19.2,1,32.18,-118.893333,93.3,50,"Triphoturus mexicanus",2007,"01","93.3 50",0,1767
701,"JD",9,"CB",1,301,19.4,1,32.18,-118.893333,93.3,50,"Triphoturus mexicanus",2007,"01","93.3 50",0,1768
701,"JD",9,"CB",1,301,21.1,1,32.18,-118.893333,93.3,50,"Triphoturus mexicanus",2007,"01","93.3 50",0,1769
701,"JD",24,"CB",1,301,25.4,1,32.91667,-118.933333,90,45,"Triphoturus mexicanus",2007,"01","90 45",0,1770
701,"JD",25,"CB",1,301,16.4,1,32.65333,-119.475,90,53,"Triphoturus mexicanus",2007,"01","90 53",0,1771
701,"JD",25,"CB",1,301,29.2,1,32.65333,-119.475,90,53,"Triphoturus mexicanus",2007,"01","90 53",0,1772
701,"JD",30,"CB",1,301,15.6,1,31.085,-122.66,90,100,"Triphoturus mexicanus",2007,"01","90 100",0,1773
701,"JD",42,"CB",1,301,20.8,1,33.825,-118.635,86.7,35,"Triphoturus mexicanus",2007,"01","86.7 35",1,1774
701,"JD",42,"CB",1,301,47.4,1,33.825,-118.635,86.7,35,"Triphoturus mexicanus",2007,"01","86.7 35",1,1775
701,"JD",55,"CB",1,301,27.1,1,32.91333,-122.126667,83.3,80,"Triphoturus mexicanus",2007,"01","83.3 80",0,1776
701,"JD",63,"CB",1,301,20.4,1,34.14833,-121.15,80,60,"Triphoturus mexicanus",2007,"01","80 60",0,1777
704,"JD",3,"CB",1,292,45.1,1,32.91333,-117.386667,93.3,28,"Stenobrachius leucopsarus",2007,"04","93.3 28",0,1778
704,"JD",21,"CB",1,301,26.2,1,31.75167,-121.315,90,80,"Triphoturus mexicanus",2007,"04","90 80",0,1779
704,"JD",52,"CB",1,292,76.3,1,34.31667,-120.801667,80,55,"Stenobrachius leucopsarus",2007,"04","80 55",0,1780
704,"JD",53,"CB",1,292,48.7,1,34.15167,-121.148333,80,60,"Stenobrachius leucopsarus",2007,"04","80 60",0,1781
704,"JD",53,"CB",1,292,48.8,1,34.15167,-121.148333,80,60,"Stenobrachius leucopsarus",2007,"04","80 60",0,1782
704,"JD",57,"CB",1,301,26.2,1,32.81667,-123.905,80,100,"Triphoturus mexicanus",2007,"04","80 100",0,1783
704,"JD",57,"CB",1,301,29.2,1,32.81667,-123.905,80,100,"Triphoturus mexicanus",2007,"04","80 100",0,1784
704,"JD",57,"CB",1,301,39.5,1,32.81667,-123.905,80,100,"Triphoturus mexicanus",2007,"04","80 100",0,1785
707,"NH",6,"CB",1,301,35.3,1,32.68,-117.873333,93.3,35,"Triphoturus mexicanus",2007,"07","93.3 35",0,1786
707,"NH",35,"CB",1,292,68.4,1,33.82667,-118.625,86.7,35,"Stenobrachius leucopsarus",2007,"07","86.7 35",1,1787
707,"NH",35,"CB",1,301,36.1,1,33.82667,-118.625,86.7,35,"Triphoturus mexicanus",2007,"07","86.7 35",1,1788
707,"NH",35,"CB",1,301,50.2,1,33.82667,-118.625,86.7,35,"Triphoturus mexicanus",2007,"07","86.7 35",1,1789
707,"NH",39,"CB",1,292,76.7,1,33.15167,-119.993333,86.7,55,"Stenobrachius leucopsarus",2007,"07","86.7 55",0,1790
707,"NH",51,"CB",1,292,51.2,1,33.575,-120.746667,83.3,60,"Stenobrachius leucopsarus",2007,"07","83.3 60",0,1791
711,"NH",7,"CB",1,301,23.7,1,32.34833,-118.551667,93.3,45,"Triphoturus mexicanus",2007,"11","93.3 45",0,1792
711,"NH",19,"CB",1,301,20,1,31.09,-122.661667,90,100,"Triphoturus mexicanus",2007,"11","90 100",0,1793
711,"NH",26,"CB",1,301,66,1,33.18333,-118.385,90,37,"Triphoturus mexicanus",2007,"11","90 37",1,1794
711,"NH",42,"CB",1,292,41.6,1,31.655,-123.07,86.7,100,"Stenobrachius leucopsarus",2007,"11","86.7 100",0,1795
801,"JD",13,"CB",1,301,20,1,30.84667,-121.588333,93.3,90,"Triphoturus mexicanus",2008,"01","93.3 90",0,1796
801,"JD",13,"CB",1,301,64.6,1,30.84667,-121.588333,93.3,90,"Triphoturus mexicanus",2008,"01","93.3 90",0,1797
801,"JD",23,"CB",1,292,51.4,1,32.41667,-119.96,90,60,"Stenobrachius leucopsarus",2008,"01","90 60",0,1798
801,"JD",26,"CB",1,301,20.5,1,33.185,-118.386667,90,37,"Triphoturus mexicanus",2008,"01","90 37",1,1799
804,"JD",25,"CB",1,301,39,1,32.65,-119.483333,90,53,"Triphoturus mexicanus",2008,"04","90 53",0,1800
804,"JD",47,"CB",1,292,43.2,1,33.24333,-121.445,83.3,70,"Stenobrachius leucopsarus",2008,"04","83.3 70",0,1801
804,"JD",47,"CB",1,292,52.7,1,33.24333,-121.445,83.3,70,"Stenobrachius leucopsarus",2008,"04","83.3 70",0,1802
804,"JD",47,"CB",1,292,54.2,1,33.24333,-121.445,83.3,70,"Stenobrachius leucopsarus",2008,"04","83.3 70",0,1803
804,"JD",47,"CB",1,292,66,1,33.24333,-121.445,83.3,70,"Stenobrachius leucopsarus",2008,"04","83.3 70",0,1804
804,"JD",53,"CB",1,292,39.3,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2008,"04","81.8 46.9",0,1805
804,"JD",53,"CB",1,292,42,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2008,"04","81.8 46.9",0,1806
804,"JD",53,"CB",1,292,65.4,1,34.275,-120.025,81.8,46.9,"Stenobrachius leucopsarus",2008,"04","81.8 46.9",0,1807
808,"NH",9,"CB",1,292,22.6,1,32.18333,-118.885,93.3,50,"Stenobrachius leucopsarus",2008,"08","93.3 50",0,1808
808,"NH",25,"CB",1,301,53.9,1,32.65167,-119.485,90,53,"Triphoturus mexicanus",2008,"08","90 53",0,1809
808,"NH",30,"CB",1,301,22,1,33.25333,-118.248333,90,35,"Triphoturus mexicanus",2008,"08","90 35",1,1810
808,"NH",30,"CB",1,301,35.8,1,33.25333,-118.248333,90,35,"Triphoturus mexicanus",2008,"08","90 35",1,1811
